Country	Season	Season type	Year	Stock	Area	Fleets	Effort	UnitEffort	Catch. kg	Catch Cat.	Report cat.	Discards Imported Or Raised
France	3	Quarter	2020	sol.27.8ab	27.8.b	MIS_MIS_0_0_0	674090	kWd	4035.03	Landings	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.b	OTB_DEF_>=70_0_0	342558	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_32-69_0_0	34703	kWd	4285.56	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.a	OTT_CRU_>=70_0_0	1501764	kWd	42032.69	Landings	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_<16_0_0_all	13526	kWd	62.44	Landings	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.b	OTB_DEF_32-69_0_0	9650	kWd	967.46	Landings	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.b	OTB_DEF_<16_0_0_all	1507	kWd	318.34	Landings	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.b	OTB_CRU_>=70_0_0	6816	kWd	1247.56	Landings	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.b	GNS_DEF_all_0_0_all	87735	kWd	0.00	Discards	R-Reported	Imported
Spain	1	Quarter	2020	sol.27.8ab	27.8.b	OTB_MPD_>=70_0_0	11724	kWd	37.00	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.b	GNS_DEF_100-119_0_0_all	222080	kWd	3993.69	Landings	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.b	OTB_DEF_32-69_0_0	7421	kWd	1371.39	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.b	OTT_DEF_>=70_0_0	11388	kWd	84.81	Landings	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.b	OTT_DEF_>=70_0_0	19449	kWd	1669.68	Landings	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_>=70_0_0	665921	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.b	MIS_MIS_0_0_0	562844	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.b	GTR_DEF_100-119_0_0_all	472716	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
